,0,1
0,37.709087,-122.49303238960519
1,37.70956545,-122.4774030986207
2,37.708500650000005,-122.46993359999999
3,37.7082673,-122.46025015001808
4,37.70834,-122.45030148110132
5,37.7083889,-122.4198544
6,37.70809625,-122.40973173400748
7,37.7080093,-122.399613
8,37.71040699519511,-122.39013474356173
9,37.71798837613583,-122.50003434575105
10,37.7216512,-122.48908601192815
11,37.7178623,-122.4809042086207
12,37.7181999,-122.47015735
13,37.7180925,-122.46002710265296
14,37.718087249999996,-122.44006060942361
15,37.7179622,-122.42995374579658
16,37.71735643131772,-122.42024455609926
17,37.717985600000006,-122.40037321082511
18,37.71791575,-122.38940434343766
19,37.728488120115955,-122.50639283118582
20,37.726648,-122.4993553
21,37.729097171187185,-122.49092706712709
22,37.727898350000004,-122.48008347148667
23,37.7278205,-122.4704143213128
24,37.72793035,-122.46012948983436
25,37.72594135,-122.45138012632498
26,37.7280456,-122.44000524205693
27,37.72782155,-122.43072202333698
28,37.72779955,-122.41984604722222
29,37.7279709,-122.41009805050469
30,37.72774835,-122.40054982149891
31,37.7280376,-122.39000568185446
32,37.7383748334144,-122.50711433336447
33,37.7370866,-122.49937020220247
34,37.73805245,-122.49013548627684
35,37.73797545,-122.47989473033661
36,37.737955400000004,-122.46998325213619
37,37.7380243,-122.45998631726587
38,37.7386472,-122.4501308011476
39,37.738093199999994,-122.4399011805988
40,37.73795215,-122.42994627086331
41,37.73826255,-122.42032068125656
42,37.73794005,-122.41008300118
43,37.737993599999996,-122.4000447821789
44,37.7379063,-122.38993242284872
45,37.748208459822486,-122.50839007071727
46,37.74800555,-122.49989748480945
47,37.747902550000006,-122.4897653528563
48,37.74635735,-122.48023859774644
49,37.74802615,-122.46984400069837
50,37.7480244,-122.46009230036285
51,37.748022250000005,-122.44997799955293
52,37.747833911671925,-122.44003406940062
53,37.74812125,-122.43006683989577
54,37.7480336,-122.4199234
55,37.747936499999994,-122.40982683541542
56,37.7478816,-122.4007297009517
57,37.747986318032794,-122.38999911468623
58,37.75803762379309,-122.50974427933119
59,37.75804655,-122.50013306429938
60,37.75801595,-122.48991509696603
61,37.758039600000004,-122.48019680932074
62,37.7579994,-122.469993630918
63,37.75803758492626,-122.45998085026571
64,37.7579836,-122.45001395804854
65,37.75790355,-122.44004628128074
66,37.7581611,-122.42992319357413
67,37.75799535,-122.41998375456637
68,37.758051449999996,-122.40993462108383
69,37.75797075,-122.39965720000001
70,37.75802415,-122.38995169876469
71,37.7679075,-122.5103675
72,37.76820092925701,-122.50003814608685
73,37.7681783,-122.49275806808737
74,37.768040523125435,-122.47996802090704
75,37.767275600000005,-122.46972282851718
76,37.7684847,-122.46000757013505
77,37.7679354,-122.45015383724271
78,37.7678936,-122.4399419
79,37.76799955,-122.4299573
80,37.7680356,-122.4200835
81,37.76830357142857,-122.41002064285715
82,37.767859,-122.4006018694869
83,37.76871065,-122.39221925169028
84,37.7787439,-122.5102025
85,37.777962450000004,-122.49992894964366
86,37.778149400000004,-122.48974573995747
87,37.77795905,-122.48004222801734
88,37.7779576,-122.4696730669151
89,37.777957799999996,-122.4599955134091
90,37.7780342,-122.44996712648708
91,37.77783155,-122.4399193496807
92,37.77800684536419,-122.42996617584753
93,37.77764715,-122.42045846134022
94,37.7779333,-122.40996151511735
95,37.7778192,-122.4003128
96,37.77855005,-122.39034329238021
97,37.78434105118361,-122.50869841011098
98,37.78772630111143,-122.49983971225313
99,37.78814475,-122.48983061476534
100,37.78822605,-122.4800769979488
101,37.7914978,-122.4670406597149
102,37.7880406,-122.46009256274039
103,37.78800775,-122.44986375797326
104,37.787877449999996,-122.43993384894392
105,37.787965400000004,-122.43005743087465
106,37.7880065,-122.4200461
107,37.7875787,-122.40964279139439
108,37.788057800000004,-122.40009985
109,37.7880618,-122.38972933137359
110,37.7927694,-122.51031758911705
111,37.7885406,-122.4869164
112,37.7885406,-122.4869164
113,37.7978206,-122.4800842
114,37.7977947,-122.47011191868384
115,37.7976475,-122.4600142823929
116,37.7980264,-122.4502029
117,37.7982333,-122.44005580285244
118,37.7980232,-122.42999223116945
119,37.79792735,-122.4199510349045
120,37.79801365,-122.41005660738031
121,37.797966599999995,-122.40009845695057
122,37.7961083,-122.3916623
123,37.7885406,-122.4869164
124,37.8090821,-122.4773725
125,37.8083173,-122.47071094884492
126,37.804844917799514,-122.45958688087077
127,37.80612080905055,-122.44975955779519
128,37.80679385,-122.44435941599988
129,37.808357650000005,-122.4302221717576
130,37.807778,-122.4201963
131,37.807769300000004,-122.40959950619131
132,37.8057931,-122.40095488262801
133,37.8002064,-122.4010821
