0,1
41.645,-87.802
41.645,-87.792
41.645,-87.782
41.645,-87.77199999999999
41.645,-87.76199999999999
41.645,-87.75199999999998
41.645,-87.74199999999998
41.645,-87.73199999999997
41.645,-87.72199999999997
41.645,-87.71199999999996
41.645,-87.70199999999996
41.645,-87.69199999999995
41.645,-87.68199999999995
41.645,-87.67199999999994
41.645,-87.66199999999994
41.645,-87.65199999999993
41.645,-87.64199999999992
41.645,-87.63199999999992
41.645,-87.62199999999991
41.645,-87.61199999999991
41.645,-87.6019999999999
41.645,-87.5919999999999
41.645,-87.5819999999999
41.645,-87.57199999999989
41.645,-87.56199999999988
41.645,-87.55199999999988
41.645,-87.54199999999987
41.645,-87.53199999999987
41.655,-87.802
41.655,-87.792
41.655,-87.782
41.655,-87.77199999999999
41.655,-87.76199999999999
41.655,-87.75199999999998
41.655,-87.74199999999998
41.655,-87.73199999999997
41.655,-87.72199999999997
41.655,-87.71199999999996
41.655,-87.70199999999996
41.655,-87.69199999999995
41.655,-87.68199999999995
41.655,-87.67199999999994
41.655,-87.66199999999994
41.655,-87.65199999999993
41.655,-87.64199999999992
41.655,-87.63199999999992
41.655,-87.62199999999991
41.655,-87.61199999999991
41.655,-87.6019999999999
41.655,-87.5919999999999
41.655,-87.5819999999999
41.655,-87.57199999999989
41.655,-87.56199999999988
41.655,-87.55199999999988
41.655,-87.54199999999987
41.655,-87.53199999999987
41.665,-87.802
41.665,-87.792
41.665,-87.782
41.665,-87.77199999999999
41.665,-87.76199999999999
41.665,-87.75199999999998
41.665,-87.74199999999998
41.665,-87.73199999999997
41.665,-87.72199999999997
41.665,-87.71199999999996
41.665,-87.70199999999996
41.665,-87.69199999999995
41.665,-87.68199999999995
41.665,-87.67199999999994
41.665,-87.66199999999994
41.665,-87.65199999999993
41.665,-87.64199999999992
41.665,-87.63199999999992
41.665,-87.62199999999991
41.665,-87.61199999999991
41.665,-87.6019999999999
41.665,-87.5919999999999
41.665,-87.5819999999999
41.665,-87.57199999999989
41.665,-87.56199999999988
41.665,-87.55199999999988
41.665,-87.54199999999987
41.665,-87.53199999999987
41.675,-87.802
41.675,-87.792
41.675,-87.782
41.675,-87.77199999999999
41.675,-87.76199999999999
41.675,-87.75199999999998
