,0,1
0,41.645432299999996,-87.61273648346412
1,41.6449449,-87.60141735714285
2,41.644720518309555,-87.59196842527093
3,41.6460576,-87.5795654
4,41.6484734,-87.56915677500001
5,41.6458934,-87.5604152
6,41.64521115,-87.54211160911103
7,41.65447975,-87.6117535448007
8,41.6546392,-87.60175917066087
9,41.65539586153473,-87.59203460728793
10,41.654016857598855,-87.58313795448174
11,41.6554124,-87.56449194552204
12,41.6549689,-87.55170902768621
13,41.65501155,-87.54208110111523
14,41.65365994338112,-87.53199902982325
15,41.6649668,-87.63211965760888
16,41.6648921,-87.6218820931237
17,41.664711298620944,-87.59241665970212
18,41.6634624385035,-87.5824956237838
19,41.66730025,-87.56938199592918
20,41.66407335,-87.56141099996165
21,41.664472,-87.55218393218892
22,41.666136544855746,-87.54189650132221
23,41.66718984729926,-87.5368443061169
24,41.67562555,-87.65175955000001
25,41.6752489,-87.64220267543728
26,41.67492045,-87.63184315341493
27,41.674951899999996,-87.62201925041774
28,41.67472092188011,-87.61225998668814
29,41.67532955,-87.60232299498702
30,41.6735906,-87.5805258
31,41.67368907635223,-87.57198349283453
32,41.67376600072871,-87.56198870827632
33,41.67486625,-87.54180094942595
34,41.675234817891194,-87.53189571125178
35,41.6849501,-87.72573044807967
36,41.68506275,-87.71200416546876
37,41.684986050000006,-87.70208269554958
38,41.68446741773385,-87.69198398639121
39,41.685045,-87.68190834322252
40,41.6850671,-87.67208499028479
41,41.6852307,-87.6619608
42,41.6848785,-87.6520667
43,41.6849888,-87.6424054
44,41.6850074,-87.63192495
45,41.685609299999996,-87.6217933603541
46,41.685703149999995,-87.61230735190844
47,41.68498764792663,-87.60189799705016
48,41.68788215,-87.59347643127494
49,41.6851175,-87.57646
50,41.68545145,-87.57231919315615
51,41.68461837625278,-87.56199352508497
52,41.6833264,-87.55454060010851
53,41.684148750000006,-87.54197961894019
54,41.6850349,-87.53193219194372
55,41.6949046,-87.71225241701413
56,41.6949545,-87.7020196
57,41.69502028111011,-87.69117664183217
58,41.694981999999996,-87.68228828108528
59,41.69498445,-87.67196906852502
60,41.69500054724447,-87.66203748619195
61,41.69506635,-87.65170389626351
62,41.6950083,-87.6421105980437
63,41.6950343,-87.63200690897658
64,41.69498135,-87.62226006957798
65,41.6950657,-87.61190867370689
66,41.6946171,-87.6006869
67,41.6944073,-87.5914062466945
68,41.695329400000006,-87.58144189295774
69,41.69010325,-87.56662436845788
70,41.695651,-87.561581
71,41.6934604,-87.55111744650573
72,41.6949665,-87.54163146833395
73,41.6952812,-87.53199401783957
74,41.705026000000004,-87.71205322378572
75,41.702660249999994,-87.69255586271339
76,41.705122450000005,-87.68190115
77,41.70521275,-87.67205822751677
78,41.7050704,-87.66165072011867
79,41.705229700000004,-87.65205991230977
80,41.70494,-87.64183590902465
81,41.70488465,-87.6219966411118
82,41.7050493,-87.61220229774052
83,41.7043316,-87.60245167807099
84,41.70500405939871,-87.59207302754197
85,41.70467417652654,-87.58246698375956
86,41.70798770372197,-87.57204683356557
87,41.70498205,-87.56180753265667
88,41.7044425,-87.55227709415925
89,41.70499773480628,-87.54202489508114
90,41.70501345,-87.53193909758554
91,41.71505985,-87.67186311681976
92,41.71504525,-87.6623330773694
93,41.71499595,-87.65205152871698
94,41.715220781741984,-87.64200729380462
95,41.71494215926787,-87.63199928564357
96,41.71496657028458,-87.6220253263524
97,41.7172208,-87.60952492716078
98,41.71499609999999,-87.60208671536327
99,41.715752699999996,-87.59107580142019
100,41.71487585,-87.57710706212927
101,41.714946850000004,-87.57213064999999
102,41.714981,-87.56192057528571
103,41.71499685,-87.55207509431136
104,41.7138305001131,-87.54198996481992
105,41.71499177464631,-87.5317694249573
106,41.72472095,-87.68178005059906
107,41.7249109,-87.67217842934937
108,41.7250028,-87.66185658722259
109,41.724795799999995,-87.65149316437481
110,41.7249987,-87.64182007300623
111,41.724816000000004,-87.63227808327238
112,41.724957200000006,-87.62193307040434
113,41.7250387,-87.61207499657051
114,41.72543565,-87.60186945264797
115,41.72505005,-87.59217254150485
116,41.7250741,-87.58172091105263
117,41.725007,-87.57204855
118,41.72500945,-87.56173330705647
119,41.7249123,-87.55232137174886
120,41.7235141,-87.54244764999999
121,41.7229168,-87.53252907280728
122,41.7350086,-87.73187542810672
123,41.73493548770264,-87.72199819914788
124,41.7354052,-87.6820246
125,41.735046499999996,-87.67192446595101
126,41.734968249999994,-87.66209399076604
127,41.7351151,-87.6516888256019
128,41.7349918,-87.64206286431343
129,41.73494755,-87.63220625
130,41.73504335,-87.62220300983935
131,41.734998255856404,-87.61195126499527
132,41.7351008,-87.60192304904116
